contractSymbol,optionType,expiration,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL221230C00138000,put,2022-12-30,2022-12-09 20:45:14,138.0,7.56,6.95,7.25,0.48999977,6.9306893,9.0,83,0.37402969726562496,True,REGULAR,USD
AAPL221230C00139000,put,2022-12-30,2022-12-09 20:17:10,139.0,7.65,6.35,6.6,0.8499999,12.499998,6.0,82,0.370123486328125,True,REGULAR,USD
AAPL221230C00140000,put,2022-12-30,2022-12-09 19:56:55,140.0,6.97,5.75,5.95,0.6699996,10.634914,1157.0,1191,0.36389796264648444,True,REGULAR,USD
AAPL221230C00141000,put,2022-12-30,2022-12-09 20:56:23,141.0,5.39,5.2,5.35,-0.26999998,-4.7703176,327.0,532,0.3591372680664062,True,REGULAR,USD
AAPL221230C00142000,put,2022-12-30,2022-12-09 20:59:20,142.0,4.75,4.65,4.75,-0.3499999,-6.8627434,987.0,1153,0.35205726074218746,True,REGULAR,USD
AAPL221230C00143000,put,2022-12-30,2022-12-09 20:59:17,143.0,4.2,4.15,4.2,-0.35000038,-7.6923156,287.0,1157,0.3461979443359374,False,REGULAR,USD
AAPL221230C00144000,put,2022-12-30,2022-12-09 20:56:24,144.0,3.75,3.65,3.7,-0.25,-6.25,346.0,595,0.3414372497558594,False,REGULAR,USD
AAPL221230C00145000,put,2022-12-30,2022-12-09 20:59:27,145.0,3.2,3.15,3.25,-0.3499999,-9.859152,1968.0,1823,0.33789724609375,False,REGULAR,USD
AAPL221230C00146000,put,2022-12-30,2022-12-09 20:58:32,146.0,2.82,2.77,2.81,-0.23000002,-7.5409846,2222.0,7590,0.33228206787109377,False,REGULAR,USD
AAPL221230C00147000,put,2022-12-30,2022-12-09 20:59:09,147.0,2.43,2.38,2.42,-0.06999993,-2.7999973,735.0,1639,0.3278875805664062,False,REGULAR,USD
AAPL221230C00148000,put,2022-12-30,2022-12-09 20:59:45,148.0,2.05,2.03,2.07,-0.28999996,-12.393161,427.0,1152,0.3237372314453124,False,REGULAR,USD
AAPL221230C00149000,put,2022-12-30,2022-12-09 20:58:44,149.0,1.74,1.72,1.76,-0.23000002,-11.675128,532.0,1489,0.32019722778320303,False,REGULAR,USD
AAPL221230C00150000,put,2022-12-30,2022-12-09 20:59:44,150.0,1.46,1.44,1.48,-0.23000002,-13.6094675,1934.0,4744,0.31629101684570304,False,REGULAR,USD
AAPL221230C00152500,put,2022-12-30,2022-12-09 20:59:58,152.5,0.92,0.92,0.93,-0.12999994,-12.380947,732.0,2130,0.30811238769531246,False,REGULAR,USD
AAPL221230C00155000,put,2022-12-30,2022-12-09 20:56:58,155.0,0.56,0.56,0.57,-0.120000005,-17.647058,1085.0,8621,0.30322962402343745,False,REGULAR,USD
AAPL221230C00157500,put,2022-12-30,2022-12-09 20:59:11,157.5,0.34,0.33,0.35,-0.07999998,-19.047615,542.0,3171,0.30274134765625,False,REGULAR,USD
AAPL221230C00160000,put,2022-12-30,2022-12-09 20:59:03,160.0,0.21,0.2,0.21,-0.040000007,-16.000002,1228.0,4475,0.30225307128906254,False,REGULAR,USD
AAPL221230C00162500,put,2022-12-30,2022-12-09 19:58:14,162.5,0.14,0.12,0.13,-0.010000005,-6.66667,117.0,1624,0.305671005859375,False,REGULAR,USD
AAPL221230C00165000,put,2022-12-30,2022-12-09 20:58:04,165.0,0.09,0.08,0.09,-0.019999996,-18.181814,372.0,2669,0.31445998046874996,False,REGULAR,USD
AAPL221230C00167500,put,2022-12-30,2022-12-09 20:30:21,167.5,0.05,0.05,0.06,-0.029999997,-37.499996,86.0,1401,0.32129584960937496,False,REGULAR,USD
AAPL221230C00170000,put,2022-12-30,2022-12-09 20:41:33,170.0,0.04,0.04,0.05,-0.010000002,-20.000004,29.0,822,0.33789724609375,False,REGULAR,USD
AAPL221230C00172500,put,2022-12-30,2022-12-09 20:52:51,172.5,0.04,0.03,0.05,-0.010000002,-20.000004,5.0,275,0.36133451171875,False,REGULAR,USD
AAPL221230C00175000,put,2022-12-30,2022-12-09 18:45:02,175.0,0.02,0.02,0.04,-0.02,-50.0,7.0,2258,0.37305314453125,False,REGULAR,USD
AAPL221230C00180000,put,2022-12-30,2022-12-09 20:41:41,180.0,0.02,0.02,0.03,-0.01,-33.333336,9.0,1709,0.4023497265625,False,REGULAR,USD
AAPL221230C00185000,put,2022-12-30,2022-12-07 20:03:45,185.0,0.02,0.01,0.02,0.0,0.0,52.0,421,0.42578699218750005,False,REGULAR,USD
AAPL221230C00190000,put,2022-12-30,2022-12-08 14:40:59,190.0,0.02,0.01,0.02,0.0,0.0,27.0,255,0.46094289062500005,False,REGULAR,USD
AAPL221230C00195000,put,2022-12-30,2022-12-09 19:50:11,195.0,0.01,0.01,0.02,0.0,0.0,1.0,1362,0.500005,False,REGULAR,USD
AAPL221230C00200000,put,2022-12-30,2022-12-09 18:04:29,200.0,0.01,0.01,0.02,0.0,0.0,2.0,220,0.51562984375,False,REGULAR,USD
AAPL221230C00205000,put,2022-12-30,2022-12-02 14:30:12,205.0,0.02,0.0,0.02,0.0,0.0,1.0,15,0.5312546875,False,REGULAR,USD
AAPL221230C00210000,put,2022-12-30,2022-11-15 16:11:29,210.0,0.04,0.0,0.02,0.0,0.0,2.0,4,0.5625043750000001,False,REGULAR,USD
AAPL221230C00215000,put,2022-12-30,2022-11-22 20:17:30,215.0,0.02,0.0,0.01,0.0,0.0,2250.0,2251,0.5625043750000001,False,REGULAR,USD
AAPL221230C00220000,put,2022-12-30,2022-11-29 19:35:48,220.0,0.01,0.0,0.01,0.0,0.0,,100,0.5937540625000001,False,REGULAR,USD
AAPL221230C00230000,put,2022-12-30,2022-11-21 20:12:05,230.0,0.02,0.0,0.02,0.0,0.0,,6,0.6796907031250001,False,REGULAR,USD
AAPL221230C00250000,put,2022-12-30,2022-11-25 16:47:13,250.0,0.01,0.0,0.01,0.0,0.0,20.0,32,0.7500025,False,REGULAR,USD
AAPL230106C00050000,call,2023-01-06,2022-12-01 20:46:59,50.0,98.85,92.15,92.55,0.0,0.0,,1,1.7441419042968749,True,REGULAR,USD
AAPL230106C00100000,call,2023-01-06,2022-11-29 19:27:09,100.0,41.5,42.35,42.85,0.0,0.0,6.0,8,0.7573266455078126,True,REGULAR,USD
AAPL230106C00110000,call,2023-01-06,2022-12-09 16:13:30,110.0,34.5,32.45,33.0,1.2400017,3.728207,2.0,4,0.614261669921875,True,REGULAR,USD
AAPL230106C00115000,call,2023-01-06,2022-12-02 15:20:44,115.0,32.17,27.55,28.1,0.0,0.0,1.0,1,0.5481002221679689,True,REGULAR,USD
AAPL230106C00120000,call,2023-01-06,2022-12-09 15:56:20,120.0,24.4,22.85,23.15,2.3999996,10.909089,3.0,5,0.5127001855468749,True,REGULAR,USD
AAPL230106C00126000,call,2023-01-06,2022-12-02 17:20:06,126.0,21.9,17.3,17.55,0.0,0.0,3.0,4,0.44873598144531246,True,REGULAR,USD
AAPL230106C00128000,call,2023-01-06,2022-12-02 17:19:46,128.0,20.1,15.45,15.8,0.0,0.0,2.0,3,0.4348201049804688,True,REGULAR,USD
AAPL230106C00129000,call,2023-01-06,2022-12-08 19:13:01,129.0,14.7,14.7,14.9,0.0,0.0,1.0,21,0.42407802490234375,True,REGULAR,USD
AAPL230106C00130000,call,2023-01-06,2022-12-09 16:32:04,130.0,15.95,13.8,14.1,1.0,6.6889634,4.0,18,0.42163664306640625,True,REGULAR,USD
AAPL230106C00131000,call,2023-01-06,2022-12-08 17:08:39,131.0,13.6,13.0,13.25,0.0,0.0,2.0,9,0.41321387573242185,True,REGULAR,USD
AAPL230106C00132000,call,2023-01-06,2022-12-09 14:36:05,132.0,12.0,12.15,12.45,-0.8999996,-6.976742,1.0,81,0.40796490478515623,True,REGULAR,USD
AAPL230106C00133000,call,2023-01-06,2022-12-05 17:52:24,133.0,15.55,11.4,11.7,0.0,0.0,4.0,5,0.40552352294921873,True,REGULAR,USD
AAPL230106C00134000,call,2023-01-06,2022-12-09 16:07:51,134.0,12.36,10.6,10.85,1.4099998,12.876712,83.0,60,0.393560751953125,True,REGULAR,USD
AAPL230106C00135000,call,2023-01-06,2022-12-09 20:58:47,135.0,10.0,9.9,10.1,-0.17000008,-1.6715838,77.0,67,0.3881897119140625,True,REGULAR,USD
AAPL230106C00136000,call,2023-01-06,2022-12-09 19:56:02,136.0,10.47,9.05,9.4,1.9200001,22.45614,60.0,162,0.3850159155273437,True,REGULAR,USD
AAPL230106C00137000,call,2023-01-06,2022-12-08 18:44:24,137.0,8.35,8.35,8.7,-0.8999996,-9.729726,21.0,135,0.3802552209472656,True,REGULAR,USD
AAPL230106C00138000,call,2023-01-06,2022-12-09 17:42:00,138.0,9.7,7.7,8.1,2.1,27.631578,4.0,18,0.3806214282226562,True,REGULAR,USD
AAPL230106C00139000,call,2023-01-06,2022-12-09 18:51:39,139.0,8.65,7.15,7.35,1.5099998,21.148457,3.0,14,0.36914693359375,True,REGULAR,USD
AAPL230106C00140000,call,2023-01-06,2022-12-09 20:57:43,140.0,6.65,6.45,6.7,-0.19999981,-2.9197052,841.0,926,0.3629214099121094,True,REGULAR,USD
AAPL230106C00141000,call,2023-01-06,2022-12-09 20:45:31,141.0,6.38,5.95,6.1,0.05000019,0.7898924,32.0,150,0.35816071533203125,True,REGULAR,USD
AAPL230106C00142000,call,2023-01-06,2022-12-09 20:56:58,142.0,5.45,5.4,5.5,-0.35000038,-6.034489,388.0,264,0.35169105346679685,True,REGULAR,USD
AAPL230106C00143000,call,2023-01-06,2022-12-09 20:59:54,143.0,4.91,4.85,4.95,-0.34000015,-6.4761934,295.0,239,0.34656415161132803,False,REGULAR,USD
AAPL230106C00144000,call,2023-01-06,2022-12-09 20:54:24,144.0,4.54,4.35,4.45,-0.11000013,-2.3655941,231.0,147,0.34278000976562495,False,REGULAR,USD
AAPL230106C00145000,call,2023-01-06,2022-12-09 20:59:13,145.0,3.95,3.9,4.0,-0.18000007,-4.358355,327.0,563,0.3402165588378906,False,REGULAR,USD
AAPL230106C00146000,call,2023-01-06,2022-12-09 20:48:57,146.0,3.81,3.45,3.55,0.00999999,0.26315764,70.0,307,0.3358220715332031,False,REGULAR,USD
AAPL230106C00147000,call,2023-01-06,2022-12-09 20:57:28,147.0,3.08,3.0,3.15,-0.120000124,-3.7500038,147.0,525,0.33264827514648443,False,REGULAR,USD
AAPL230106C00148000,call,2023-01-06,2022-12-09 20:41:51,148.0,2.93,2.67,2.74,-0.00999999,-0.34013572,136.0,414,0.3266668896484375,False,REGULAR,USD
AAPL230106C00149000,call,2023-01-06,2022-12-09 19:06:06,149.0,2.39,2.33,2.41,-0.14999986,-5.9055066,66.0,238,0.3242255078124999,False,REGULAR,USD
AAPL230106C00150000,call,2023-01-06,2022-12-09 20:59:36,150.0,2.05,2.02,2.1,-0.25,-10.869566,478.0,980,0.32117378051757806,False,REGULAR,USD
AAPL230106C00152500,call,2023-01-06,2022-12-09 20:46:06,152.5,1.52,1.38,1.44,0.00999999,0.66225106,418.0,708,0.31287308227539057,False,REGULAR,USD
AAPL230106C00155000,call,2023-01-06,2022-12-09 20:59:04,155.0,0.94,0.92,0.97,-0.14000005,-12.962967,880.0,2051,0.30762411132812495,False,REGULAR,USD
AAPL230106C00157500,call,2023-01-06,2022-12-09 20:55:38,157.5,0.65,0.6,0.64,-0.04000002,-5.7971044,658.0,1224,0.3039620385742187,False,REGULAR,USD
AAPL230106C00160000,call,2023-01-06,2022-12-09 20:59:38,160.0,0.4,0.4,0.43,-0.06999999,-14.893616,314.0,2226,0.3042061767578125,False,REGULAR,USD
AAPL230106C00162500,call,2023-01-06,2022-12-09 20:55:05,162.5,0.28,0.25,0.28,-0.03999999,-12.499998,81.0,1448,0.3039620385742187,False,REGULAR,USD
AAPL230106C00165000,call,2023-01-06,2022-12-09 20:50:12,165.0,0.18,0.16,0.19,-0.03999999,-18.181814,116.0,1945,0.30713583496093744,False,REGULAR,USD
AAPL230106C00167500,call,2023-01-06,2022-12-09 20:59:14,167.5,0.13,0.11,0.13,-0.02000001,-13.33334,521.0,339,0.31055376953124997,False,REGULAR,USD
AAPL230106C00170000,call,2023-01-06,2022-12-09 20:26:36,170.0,0.09,0.09,0.1,0.0,0.0,54.0,634,0.32031929687499994,False,REGULAR,USD
AAPL230106C00172500,call,2023-01-06,2022-12-09 20:29:51,172.5,0.07,0.05,0.08,-0.020000003,-22.222225,32.0,145,0.331061376953125,False,REGULAR,USD
AAPL230106C00175000,call,2023-01-06,2022-12-09 16:56:15,175.0,0.07,0.04,0.06,0.010000002,16.66667,100.0,248,0.33789724609375,False,REGULAR,USD
AAPL230106C00177500,call,2023-01-06,2022-12-09 17:48:37,177.5,0.05,0.03,0.05,-0.02,-28.571426,90.0,361,0.34961587890624996,False,REGULAR,USD
AAPL230106C00180000,call,2023-01-06,2022-12-09 20:18:43,180.0,0.03,0.02,0.04,-0.020000001,-40.000004,111.0,233,0.35938140625,False,REGULAR,USD
AAPL230106C00185000,call,2023-01-06,2022-12-09 14:30:16,185.0,0.02,0.02,0.03,-0.01,-33.333336,9.0,58,0.38281867187499996,False,REGULAR,USD
AAPL230106C00190000,call,2023-01-06,2022-12-08 14:30:00,190.0,0.02,0.01,0.04,0.0,0.0,1.0,71,0.42969320312500003,False,REGULAR,USD
AAPL230106C00195000,call,2023-01-06,2022-12-09 17:48:37,195.0,0.01,0.01,0.03,-0.03,-75.0,4.0,54,0.44727115234375,False,REGULAR,USD
AAPL230106C00200000,call,2023-01-06,2022-12-07 20:43:02,200.0,0.02,0.01,0.03,0.0,0.0,1.0,6,0.4804739453125,False,REGULAR,USD
AAPL230106C00220000,call,2023-01-06,2022-12-01 20:52:31,220.0,0.02,0.0,0.02,0.0,0.0,,6,0.5312546875,False,REGULAR,USD
AAPL230106C00225000,call,2023-01-06,2022-12-08 14:30:06,225.0,0.02,0.0,0.02,0.0,0.0,10.0,11,0.5625043750000001,False,REGULAR,USD
AAPL230106C00245000,call,2023-01-06,2022-11-29 20:17:37,245.0,0.01,0.0,0.02,0.0,0.0,,1,0.6562534375000001,False,REGULAR,USD
AAPL230106C00050000,put,2023-01-06,2022-12-01 20:46:59,50.0,98.85,92.15,92.55,0.0,0.0,,1,1.7441419042968749,True,REGULAR,USD
AAPL230106C00100000,put,2023-01-06,2022-11-29 19:27:09,100.0,41.5,42.35,42.85,0.0,0.0,6.0,8,0.7573266455078126,True,REGULAR,USD
AAPL230106C00110000,put,2023-01-06,2022-12-09 16:13:30,110.0,34.5,32.45,33.0,1.2400017,3.728207,2.0,4,0.614261669921875,True,REGULAR,USD
AAPL230106C00115000,put,2023-01-06,2022-12-02 15:20:44,115.0,32.17,27.55,28.1,0.0,0.0,1.0,1,0.5481002221679689,True,REGULAR,USD
AAPL230106C00120000,put,2023-01-06,2022-12-09 15:56:20,120.0,24.4,22.85,23.15,2.3999996,10.909089,3.0,5,0.5127001855468749,True,REGULAR,USD
AAPL230106C00126000,put,2023-01-06,2022-12-02 17:20:06,126.0,21.9,17.3,17.55,0.0,0.0,3.0,4,0.44873598144531246,True,REGULAR,USD
AAPL230106C00128000,put,2023-01-06,2022-12-02 17:19:46,128.0,20.1,15.45,15.8,0.0,0.0,2.0,3,0.4348201049804688,True,REGULAR,USD
AAPL230106C00129000,put,2023-01-06,2022-12-08 19:13:01,129.0,14.7,14.7,14.9,0.0,0.0,1.0,21,0.42407802490234375,True,REGULAR,USD
AAPL230106C00130000,put,2023-01-06,2022-12-09 16:32:04,130.0,15.95,13.8,14.1,1.0,6.6889634,4.0,18,0.42163664306640625,True,REGULAR,USD
AAPL230106C00131000,put,2023-01-06,2022-12-08 17:08:39,131.0,13.6,13.0,13.25,0.0,0.0,2.0,9,0.41321387573242185,True,REGULAR,USD
AAPL230106C00132000,put,2023-01-06,2022-12-09 14:36:05,132.0,12.0,12.15,12.45,-0.8999996,-6.976742,1.0,81,0.40796490478515623,True,REGULAR,USD
AAPL230106C00133000,put,2023-01-06,2022-12-05 17:52:24,133.0,15.55,11.4,11.7,0.0,0.0,4.0,5,0.40552352294921873,True,REGULAR,USD
AAPL230106C00134000,put,2023-01-06,2022-12-09 16:07:51,134.0,12.36,10.6,10.85,1.4099998,12.876712,83.0,60,0.393560751953125,True,REGULAR,USD
AAPL230106C00135000,put,2023-01-06,2022-12-09 20:58:47,135.0,10.0,9.9,10.1,-0.17000008,-1.6715838,77.0,67,0.3881897119140625,True,REGULAR,USD
AAPL230106C00136000,put,2023-01-06,2022-12-09 19:56:02,136.0,10.47,9.05,9.4,1.9200001,22.45614,60.0,162,0.3850159155273437,True,REGULAR,USD
AAPL230106C00137000,put,2023-01-06,2022-12-08 18:44:24,137.0,8.35,8.35,8.7,-0.8999996,-9.729726,21.0,135,0.3802552209472656,True,REGULAR,USD
AAPL230106C00138000,put,2023-01-06,2022-12-09 17:42:00,138.0,9.7,7.7,8.1,2.1,27.631578,4.0,18,0.3806214282226562,True,REGULAR,USD
AAPL230106C00139000,put,2023-01-06,2022-12-09 18:51:39,139.0,8.65,7.15,7.35,1.5099998,21.148457,3.0,14,0.36914693359375,True,REGULAR,USD
AAPL230106C00140000,put,2023-01-06,2022-12-09 20:57:43,140.0,6.65,6.45,6.7,-0.19999981,-2.9197052,841.0,926,0.3629214099121094,True,REGULAR,USD
AAPL230106C00141000,put,2023-01-06,2022-12-09 20:45:31,141.0,6.38,5.95,6.1,0.05000019,0.7898924,32.0,150,0.35816071533203125,True,REGULAR,USD
AAPL230106C00142000,put,2023-01-06,2022-12-09 20:56:58,142.0,5.45,5.4,5.5,-0.35000038,-6.034489,388.0,264,0.35169105346679685,True,REGULAR,USD
AAPL230106C00143000,put,2023-01-06,2022-12-09 20:59:54,143.0,4.91,4.85,4.95,-0.34000015,-6.4761934,295.0,239,0.34656415161132803,False,REGULAR,USD
AAPL230106C00144000,put,2023-01-06,2022-12-09 20:54:24,144.0,4.54,4.35,4.45,-0.11000013,-2.3655941,231.0,147,0.34278000976562495,False,REGULAR,USD
AAPL230106C00145000,put,2023-01-06,2022-12-09 20:59:13,145.0,3.95,3.9,4.0,-0.18000007,-4.358355,327.0,563,0.3402165588378906,False,REGULAR,USD
AAPL230106C00146000,put,2023-01-06,2022-12-09 20:48:57,146.0,3.81,3.45,3.55,0.00999999,0.26315764,70.0,307,0.3358220715332031,False,REGULAR,USD
AAPL230106C00147000,put,2023-01-06,2022-12-09 20:57:28,147.0,3.08,3.0,3.15,-0.120000124,-3.7500038,147.0,525,0.33264827514648443,False,REGULAR,USD
AAPL230106C00148000,put,2023-01-06,2022-12-09 20:41:51,148.0,2.93,2.67,2.74,-0.00999999,-0.34013572,136.0,414,0.3266668896484375,False,REGULAR,USD
AAPL230106C00149000,put,2023-01-06,2022-12-09 19:06:06,149.0,2.39,2.33,2.41,-0.14999986,-5.9055066,66.0,238,0.3242255078124999,False,REGULAR,USD
AAPL230106C00150000,put,2023-01-06,2022-12-09 20:59:36,150.0,2.05,2.02,2.1,-0.25,-10.869566,478.0,980,0.32117378051757806,False,REGULAR,USD
AAPL230106C00152500,put,2023-01-06,2022-12-09 20:46:06,152.5,1.52,1.38,1.44,0.00999999,0.66225106,418.0,708,0.31287308227539057,False,REGULAR,USD
AAPL230106C00155000,put,2023-01-06,2022-12-09 20:59:04,155.0,0.94,0.92,0.97,-0.14000005,-12.962967,880.0,2051,0.30762411132812495,False,REGULAR,USD
AAPL230106C00157500,put,2023-01-06,2022-12-09 20:55:38,157.5,0.65,0.6,0.64,-0.04000002,-5.7971044,658.0,1224,0.3039620385742187,False,REGULAR,USD
AAPL230106C00160000,put,2023-01-06,2022-12-09 20:59:38,160.0,0.4,0.4,0.43,-0.06999999,-14.893616,314.0,2226,0.3042061767578125,False,REGULAR,USD
AAPL230106C00162500,put,2023-01-06,2022-12-09 20:55:05,162.5,0.28,0.25,0.28,-0.03999999,-12.499998,81.0,1448,0.3039620385742187,False,REGULAR,USD
AAPL230106C00165000,put,2023-01-06,2022-12-09 20:50:12,165.0,0.18,0.16,0.19,-0.03999999,-18.181814,116.0,1945,0.30713583496093744,False,REGULAR,USD
AAPL230106C00167500,put,2023-01-06,2022-12-09 20:59:14,167.5,0.13,0.11,0.13,-0.02000001,-13.33334,521.0,339,0.31055376953124997,False,REGULAR,USD
AAPL230106C00170000,put,2023-01-06,2022-12-09 20:26:36,170.0,0.09,0.09,0.1,0.0,0.0,54.0,634,0.32031929687499994,False,REGULAR,USD
AAPL230106C00172500,put,2023-01-06,2022-12-09 20:29:51,172.5,0.07,0.05,0.08,-0.020000003,-22.222225,32.0,145,0.331061376953125,False,REGULAR,USD
AAPL230106C00175000,put,2023-01-06,2022-12-09 16:56:15,175.0,0.07,0.04,0.06,0.010000002,16.66667,100.0,248,0.33789724609375,False,REGULAR,USD
AAPL230106C00177500,put,2023-01-06,2022-12-09 17:48:37,177.5,0.05,0.03,0.05,-0.02,-28.571426,90.0,361,0.34961587890624996,False,REGULAR,USD
AAPL230106C00180000,put,2023-01-06,2022-12-09 20:18:43,180.0,0.03,0.02,0.04,-0.020000001,-40.000004,111.0,233,0.35938140625,False,REGULAR,USD
AAPL230106C00185000,put,2023-01-06,2022-12-09 14:30:16,185.0,0.02,0.02,0.03,-0.01,-33.333336,9.0,58,0.38281867187499996,False,REGULAR,USD
AAPL230106C00190000,put,2023-01-06,2022-12-08 14:30:00,190.0,0.02,0.01,0.04,0.0,0.0,1.0,71,0.42969320312500003,False,REGULAR,USD
AAPL230106C00195000,put,2023-01-06,2022-12-09 17:48:37,195.0,0.01,0.01,0.03,-0.03,-75.0,4.0,54,0.44727115234375,False,REGULAR,USD
AAPL230106C00200000,put,2023-01-06,2022-12-07 20:43:02,200.0,0.02,0.01,0.03,0.0,0.0,1.0,6,0.4804739453125,False,REGULAR,USD
AAPL230106C00220000,put,2023-01-06,2022-12-01 20:52:31,220.0,0.02,0.0,0.02,0.0,0.0,,6,0.5312546875,False,REGULAR,USD
AAPL230106C00225000,put,2023-01-06,2022-12-08 14:30:06,225.0,0.02,0.0,0.02,0.0,0.0,10.0,11,0.5625043750000001,False,REGULAR,USD
AAPL230106C00245000,put,2023-01-06,2022-11-29 20:17:37,245.0,0.01,0.0,0.02,0.0,0.0,,1,0.6562534375000001,False,REGULAR,USD
AAPL230113C00136000,call,2023-01-13,2022-12-09 16:51:03,136.0,12.0,9.9,10.2,1.8599997,18.343191,1,53,0.3942931665039063,True,REGULAR,USD
AAPL230113C00139000,call,2023-01-13,2022-12-09 20:54:37,139.0,8.4,7.9,8.2,0.10999966,1.3268958,3,61,0.3797669445800781,True,REGULAR,USD
AAPL230113C00140000,call,2023-01-13,2022-12-09 20:02:10,140.0,8.6,7.3,7.65,0.8000002,10.2564125,6,91,0.3792786682128906,True,REGULAR,USD
AAPL230113C00141000,call,2023-01-13,2022-12-09 19:06:12,141.0,7.86,6.75,7.0,0.7600002,10.704229,58,103,0.3715883154296875,True,REGULAR,USD
AAPL230113C00142000,call,2023-01-13,2022-12-09 20:48:42,142.0,6.8,6.15,6.4,0.1500001,2.2556405,29,82,0.3654848608398438,True,REGULAR,USD
AAPL230113C00143000,call,2023-01-13,2022-12-09 17:05:52,143.0,7.45,5.65,5.85,1.5499997,26.271183,28,156,0.36084623535156246,False,REGULAR,USD
AAPL230113C00144000,call,2023-01-13,2022-12-09 20:53:52,144.0,5.4,5.1,5.35,-0.13999987,-2.5270734,33,20,0.3575503698730469,False,REGULAR,USD
AAPL230113C00145000,call,2023-01-13,2022-12-09 20:53:00,145.0,4.95,4.7,4.85,-0.25,-4.8076925,203,162,0.3529117443847656,False,REGULAR,USD
AAPL230113C00146000,call,2023-01-13,2022-12-09 18:00:58,146.0,5.26,4.15,4.4,0.6600003,14.347834,38,61,0.34955484436035156,False,REGULAR,USD
AAPL230113C00147000,call,2023-01-13,2022-12-09 20:56:47,147.0,3.95,3.75,3.95,0.21000004,5.6149745,49,202,0.344733115234375,False,REGULAR,USD
AAPL230113C00148000,call,2023-01-13,2022-12-09 20:58:58,148.0,3.6,3.4,3.6,-0.1500001,-4.0000024,190,620,0.3442448388671875,False,REGULAR,USD
AAPL230113C00149000,call,2023-01-13,2022-12-09 20:23:09,149.0,3.72,3.05,3.2,0.6600001,21.56863,42,279,0.3393620751953125,False,REGULAR,USD
AAPL230113C00150000,call,2023-01-13,2022-12-09 20:59:18,150.0,2.78,2.76,2.85,-0.24000001,-7.94702,936,696,0.3358220715332031,False,REGULAR,USD
AAPL230113C00152500,call,2023-01-13,2022-12-09 20:55:49,152.5,2.11,1.98,2.09,-0.05000019,-2.3148234,142,692,0.3272772351074219,False,REGULAR,USD
AAPL230113C00155000,call,2023-01-13,2022-12-09 20:57:57,155.0,1.44,1.43,1.48,-0.059999943,-3.9999962,4103,1256,0.3188544677734374,False,REGULAR,USD
AAPL230113C00157500,call,2023-01-13,2022-12-09 20:55:42,157.5,1.04,0.97,1.06,-0.110000014,-9.565219,226,354,0.3154365332031249,False,REGULAR,USD
AAPL230113C00160000,call,2023-01-13,2022-12-09 20:44:03,160.0,0.75,0.66,0.74,-0.00999999,-1.3157883,687,641,0.31201859863281245,False,REGULAR,USD
AAPL230113C00162500,call,2023-01-13,2022-12-09 19:45:54,162.5,0.62,0.47,0.52,0.06999999,12.727271,111,297,0.3112861840820312,False,REGULAR,USD
AAPL230113C00165000,call,2023-01-13,2022-12-09 20:47:18,165.0,0.36,0.34,0.37,-0.01999998,-5.263153,139,375,0.31250687499999996,False,REGULAR,USD
AAPL230113C00167500,call,2023-01-13,2022-12-08 17:59:33,167.5,0.27,0.21,0.26,0.0,0.0,53,568,0.313483427734375,False,REGULAR,USD
AAPL230113C00170000,call,2023-01-13,2022-12-09 20:21:51,170.0,0.2,0.15,0.19,0.019999996,11.111108,422,110,0.31690136230468746,False,REGULAR,USD
AAPL230113C00136000,put,2023-01-13,2022-12-09 16:51:03,136.0,12.0,9.9,10.2,1.8599997,18.343191,1,53,0.3942931665039063,True,REGULAR,USD
AAPL230113C00139000,put,2023-01-13,2022-12-09 20:54:37,139.0,8.4,7.9,8.2,0.10999966,1.3268958,3,61,0.3797669445800781,True,REGULAR,USD
AAPL230113C00140000,put,2023-01-13,2022-12-09 20:02:10,140.0,8.6,7.3,7.65,0.8000002,10.2564125,6,91,0.3792786682128906,True,REGULAR,USD
AAPL230113C00141000,put,2023-01-13,2022-12-09 19:06:12,141.0,7.86,6.75,7.0,0.7600002,10.704229,58,103,0.3715883154296875,True,REGULAR,USD
AAPL230113C00142000,put,2023-01-13,2022-12-09 20:48:42,142.0,6.8,6.15,6.4,0.1500001,2.2556405,29,82,0.3654848608398438,True,REGULAR,USD
AAPL230113C00143000,put,2023-01-13,2022-12-09 17:05:52,143.0,7.45,5.65,5.85,1.5499997,26.271183,28,156,0.36084623535156246,False,REGULAR,USD
AAPL230113C00144000,put,2023-01-13,2022-12-09 20:53:52,144.0,5.4,5.1,5.35,-0.13999987,-2.5270734,33,20,0.3575503698730469,False,REGULAR,USD
AAPL230113C00145000,put,2023-01-13,2022-12-09 20:53:00,145.0,4.95,4.7,4.85,-0.25,-4.8076925,203,162,0.3529117443847656,False,REGULAR,USD
AAPL230113C00146000,put,2023-01-13,2022-12-09 18:00:58,146.0,5.26,4.15,4.4,0.6600003,14.347834,38,61,0.34955484436035156,False,REGULAR,USD
AAPL230113C00147000,put,2023-01-13,2022-12-09 20:56:47,147.0,3.95,3.75,3.95,0.21000004,5.6149745,49,202,0.344733115234375,False,REGULAR,USD
AAPL230113C00148000,put,2023-01-13,2022-12-09 20:58:58,148.0,3.6,3.4,3.6,-0.1500001,-4.0000024,190,620,0.3442448388671875,False,REGULAR,USD
