contractSymbol,optionType,expiration,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL221216C00030000,call,2022-12-16,2022-11-29 16:39:22,30.0,112.0,111.85,112.55,0.0,0.0,1,2,4.500004375,True,REGULAR,USD
AAPL221216C00035000,call,2022-12-16,2022-11-11 15:15:22,35.0,112.3,106.85,107.6,0.0,0.0,4,22,4.296879628906249,True,REGULAR,USD
AAPL221216C00040000,call,2022-12-16,2022-12-08 16:00:14,40.0,103.05,101.9,102.55,0.0,0.0,3,410,3.8906252734375,True,REGULAR,USD
AAPL221216C00045000,call,2022-12-16,2022-12-09 15:52:43,45.0,98.24,96.9,97.55,1.2399979,1.2783482,4,484,3.5468761328125,True,REGULAR,USD
AAPL221216C00050000,call,2022-12-16,2022-11-18 20:46:59,50.0,101.73,91.9,92.55,0.0,0.0,2,331,3.2343769140624996,True,REGULAR,USD
AAPL221216C00055000,call,2022-12-16,2022-12-07 15:10:29,55.0,86.25,86.9,87.6,0.0,0.0,1,147,3.07031482421875,True,REGULAR,USD
AAPL221216C00060000,call,2022-12-16,2022-11-18 16:29:35,60.0,91.76,81.9,82.6,0.0,0.0,2,176,2.80469048828125,True,REGULAR,USD
AAPL221216C00065000,call,2022-12-16,2022-11-03 18:58:33,65.0,75.37,82.55,83.3,0.0,0.0,50,139,6.028322777099609,True,REGULAR,USD
AAPL221216C00070000,call,2022-12-16,2022-11-23 15:00:02,70.0,81.4,71.9,72.6,0.0,0.0,2,388,2.3359416601562493,True,REGULAR,USD
AAPL221216C00075000,call,2022-12-16,2022-11-29 20:50:29,75.0,66.05,67.0,67.45,0.0,0.0,2,532,2.0468798828125,True,REGULAR,USD
AAPL221216C00080000,call,2022-12-16,2022-12-05 14:48:45,80.0,70.45,61.9,62.6,0.0,0.0,2,908,1.9296878515625,True,REGULAR,USD
AAPL221216C00085000,call,2022-12-16,2022-12-08 15:48:31,85.0,57.96,56.9,57.6,0.0,0.0,2,495,1.74609501953125,True,REGULAR,USD
AAPL221216C00090000,call,2022-12-16,2022-12-09 15:28:13,90.0,52.18,51.95,52.6,-0.9000015,-1.6955568,7,273,1.62109564453125,True,REGULAR,USD
AAPL221216C00095000,call,2022-12-16,2022-11-17 19:38:39,95.0,55.25,46.9,47.6,0.0,0.0,21,405,1.40234673828125,True,REGULAR,USD
AAPL221216C00100000,call,2022-12-16,2022-12-09 18:47:37,100.0,44.35,42.05,42.55,3.8499985,9.506169,90,1262,1.3222690136718749,True,REGULAR,USD
AAPL221216C00105000,call,2022-12-16,2022-12-09 20:38:24,105.0,38.1,36.95,37.65,0.30999756,0.8203164,1,481,1.16016044921875,True,REGULAR,USD
AAPL221216C00110000,call,2022-12-16,2022-12-09 17:07:37,110.0,35.42,32.1,32.5,3.6699982,11.559049,66,1079,1.0039112304687499,True,REGULAR,USD
AAPL221216C00115000,call,2022-12-16,2022-12-09 18:58:19,115.0,29.3,27.1,27.65,1.5,5.395684,73,1035,0.918946123046875,True,REGULAR,USD
AAPL221216C00120000,call,2022-12-16,2022-12-09 19:11:10,120.0,23.98,22.0,22.5,1.1099987,4.853514,50,1735,0.6562534375000001,True,REGULAR,USD
AAPL221216C00125000,call,2022-12-16,2022-12-09 20:06:11,125.0,19.15,17.25,17.55,1.4499989,8.192083,23,2130,0.622074091796875,True,REGULAR,USD
AAPL221216C00130000,call,2022-12-16,2022-12-09 20:57:53,130.0,12.5,12.2,12.65,-0.5500002,-4.2145605,334,5918,0.5576216113281252,True,REGULAR,USD
AAPL221216C00135000,call,2022-12-16,2022-12-09 20:45:14,135.0,8.58,7.95,8.2,-0.13000011,-1.4925386,431,22977,0.49707534179687507,True,REGULAR,USD
AAPL221216C00136000,call,2022-12-16,2022-12-09 20:57:37,136.0,7.29,7.25,7.35,-0.40999985,-5.3246737,572,536,0.481450498046875,True,REGULAR,USD
AAPL221216C00137000,call,2022-12-16,2022-12-09 20:59:19,137.0,6.55,6.5,6.65,-0.3499999,-5.072462,512,437,0.48730981445312505,True,REGULAR,USD
AAPL221216C00138000,call,2022-12-16,2022-12-09 20:59:26,138.0,5.78,5.75,5.85,-0.4199996,-6.774187,914,528,0.47022014160156256,True,REGULAR,USD
AAPL221216C00139000,call,2022-12-16,2022-12-09 20:48:31,139.0,5.35,5.05,5.15,-0.1500001,-2.7272744,494,511,0.463872548828125,True,REGULAR,USD
AAPL221216C00140000,call,2022-12-16,2022-12-09 20:59:59,140.0,4.48,4.45,4.55,-0.52,-10.4,2846,22245,0.46582565429687506,True,REGULAR,USD
AAPL221216C00141000,call,2022-12-16,2022-12-09 20:59:42,141.0,3.86,3.85,3.9,-0.56999993,-12.866816,2544,3455,0.454107021484375,True,REGULAR,USD
AAPL221216C00142000,call,2022-12-16,2022-12-09 20:59:59,142.0,3.32,3.3,3.35,-0.48000002,-12.63158,5820,3421,0.44995667236328124,True,REGULAR,USD
AAPL221216C00143000,call,2022-12-16,2022-12-09 20:59:55,143.0,2.77,2.8,2.82,-0.53,-16.060606,7369,3221,0.4419001123046875,False,REGULAR,USD
AAPL221216C00144000,call,2022-12-16,2022-12-09 20:59:55,144.0,2.32,2.33,2.4,-0.49,-17.437723,10829,6003,0.442388388671875,False,REGULAR,USD
AAPL221216C00145000,call,2022-12-16,2022-12-09 20:59:58,145.0,1.92,1.89,1.92,-0.40999997,-17.596565,30716,62124,0.4272518212890626,False,REGULAR,USD
AAPL221216C00146000,call,2022-12-16,2022-12-09 20:59:49,146.0,1.51,1.52,1.55,-0.44000006,-22.564106,8413,3860,0.4204159521484375,False,REGULAR,USD
AAPL221216C00147000,call,2022-12-16,2022-12-09 20:59:41,147.0,1.21,1.21,1.23,-0.37,-23.41772,5982,5137,0.4138242211914062,False,REGULAR,USD
AAPL221216C00148000,call,2022-12-16,2022-12-09 20:59:52,148.0,0.95,0.94,0.97,-0.32,-25.19685,6648,5010,0.4094297338867187,False,REGULAR,USD
AAPL221216C00149000,call,2022-12-16,2022-12-09 20:59:55,149.0,0.73,0.73,0.75,-0.29999995,-29.12621,6143,6952,0.40479110839843746,False,REGULAR,USD
AAPL221216C00150000,call,2022-12-16,2022-12-09 20:59:55,150.0,0.57,0.56,0.57,-0.23000002,-28.750002,35726,71634,0.39990834472656256,False,REGULAR,USD
AAPL221216C00152500,call,2022-12-16,2022-12-09 20:59:54,152.5,0.28,0.27,0.28,-0.15,-34.883724,12773,15385,0.39453730468750003,False,REGULAR,USD
AAPL221216C00155000,call,2022-12-16,2022-12-09 20:59:58,155.0,0.14,0.13,0.14,-0.06999999,-33.333332,28978,65960,0.397466962890625,False,REGULAR,USD
AAPL221216C00157500,call,2022-12-16,2022-12-09 20:59:48,157.5,0.07,0.06,0.07,-0.04,-36.363636,13498,13588,0.40430283203125,False,REGULAR,USD
AAPL221216C00160000,call,2022-12-16,2022-12-09 20:59:37,160.0,0.05,0.04,0.05,-0.009999998,-16.666664,7585,97445,0.4335994140625,False,REGULAR,USD
AAPL221216C00162500,call,2022-12-16,2022-12-09 20:58:44,162.5,0.03,0.02,0.03,-0.01,-25.0,507,7740,0.44922425781249997,False,REGULAR,USD
AAPL221216C00165000,call,2022-12-16,2022-12-09 20:56:16,165.0,0.02,0.02,0.03,-0.02,-50.0,3077,43424,0.49219257812500006,False,REGULAR,USD
AAPL221216C00167500,call,2022-12-16,2022-12-09 19:55:59,167.5,0.02,0.01,0.03,0.0,0.0,184,3718,0.5117236328125,False,REGULAR,USD
AAPL221216C00170000,call,2022-12-16,2022-12-09 20:59:30,170.0,0.02,0.01,0.03,-0.01,-33.333336,1656,71307,0.5507857421875001,False,REGULAR,USD
AAPL221216C00172500,call,2022-12-16,2022-12-09 20:23:19,172.5,0.01,0.01,0.03,-0.01,-50.0,3,1733,0.5898478515625001,False,REGULAR,USD
AAPL221216C00175000,call,2022-12-16,2022-12-09 20:57:18,175.0,0.01,0.01,0.02,-0.01,-50.0,340,43556,0.6093789062500001,False,REGULAR,USD
AAPL221216C00177500,call,2022-12-16,2022-12-09 20:56:48,177.5,0.01,0.01,0.02,0.0,0.0,1517,917,0.648441015625,False,REGULAR,USD
AAPL221216C00180000,call,2022-12-16,2022-12-09 20:59:56,180.0,0.01,0.01,0.02,0.0,0.0,1838,48066,0.6796907031250001,False,REGULAR,USD
AAPL221216C00185000,call,2022-12-16,2022-12-09 20:59:01,185.0,0.01,0.01,0.02,0.0,0.0,387,18714,0.7500025,False,REGULAR,USD
AAPL221216C00190000,call,2022-12-16,2022-12-09 18:03:15,190.0,0.01,0.01,0.02,0.0,0.0,580,22293,0.8203142968749999,False,REGULAR,USD
AAPL221216C00195000,call,2022-12-16,2022-12-09 15:17:15,195.0,0.01,0.0,0.01,0.0,0.0,1,8971,0.8125018749999999,False,REGULAR,USD
AAPL221216C00200000,call,2022-12-16,2022-12-09 16:30:27,200.0,0.01,0.0,0.01,0.0,0.0,1,19313,0.85937640625,False,REGULAR,USD
AAPL221216C00205000,call,2022-12-16,2022-11-30 20:28:11,205.0,0.01,0.0,0.01,0.0,0.0,74,8283,0.9062509375,False,REGULAR,USD
AAPL221216C00210000,call,2022-12-16,2022-12-07 14:30:05,210.0,0.01,0.0,0.01,0.0,0.0,5,4212,0.9687503125,False,REGULAR,USD
AAPL221216C00215000,call,2022-12-16,2022-11-30 15:43:19,215.0,0.01,0.0,0.01,0.0,0.0,2,4909,1.0312548437500002,False,REGULAR,USD
AAPL221216C00220000,call,2022-12-16,2022-11-25 14:31:16,220.0,0.01,0.0,0.01,0.0,0.0,12,1902,1.0625046875000002,False,REGULAR,USD
AAPL221216C00225000,call,2022-12-16,2022-11-25 14:30:26,225.0,0.01,0.0,0.01,0.0,0.0,1,4531,1.125004375,False,REGULAR,USD
AAPL221216C00230000,call,2022-12-16,2022-11-25 14:30:47,230.0,0.01,0.0,0.01,0.0,0.0,1,6841,1.1875040625,False,REGULAR,USD
AAPL221216C00235000,call,2022-12-16,2022-11-11 20:14:14,235.0,0.01,0.0,0.01,0.0,0.0,101,1078,1.21875390625,False,REGULAR,USD
AAPL221216C00240000,call,2022-12-16,2022-11-15 20:52:02,240.0,0.01,0.0,0.01,0.0,0.0,2,1605,1.2500037499999999,False,REGULAR,USD
AAPL221216C00245000,call,2022-12-16,2022-11-15 16:26:57,245.0,0.01,0.0,0.01,0.0,0.0,12,1562,1.3125034374999998,False,REGULAR,USD
AAPL221216C00250000,call,2022-12-16,2022-11-29 14:43:29,250.0,0.01,0.0,0.01,0.0,0.0,10,1528,1.3437532812499997,False,REGULAR,USD
AAPL221216C00255000,call,2022-12-16,2022-10-10 19:15:33,255.0,0.01,0.0,0.01,0.0,0.0,158,431,1.3750031249999999,False,REGULAR,USD
AAPL221216C00260000,call,2022-12-16,2022-11-10 20:47:35,260.0,0.01,0.0,0.01,0.0,0.0,1,1155,1.4375028125,False,REGULAR,USD
AAPL221216C00265000,call,2022-12-16,2022-12-05 14:30:00,265.0,0.01,0.0,0.01,0.0,0.0,10,3096,1.5000025,False,REGULAR,USD
AAPL221216C00270000,call,2022-12-16,2022-11-18 15:04:00,270.0,0.01,0.0,0.01,0.0,0.0,1,2446,1.5000025,False,REGULAR,USD
AAPL221216C00275000,call,2022-12-16,2022-09-23 19:41:05,275.0,0.01,0.0,0.01,0.0,0.0,1500,3742,1.5625021874999998,False,REGULAR,USD
AAPL221216C00280000,call,2022-12-16,2022-12-07 17:59:00,280.0,0.01,0.0,0.01,0.0,0.0,1,4898,1.5937520312499998,False,REGULAR,USD
AAPL221216C00285000,call,2022-12-16,2022-12-07 17:59:00,285.0,0.01,0.0,0.01,0.0,0.0,1,1591,1.625001875,False,REGULAR,USD
AAPL221216C00290000,call,2022-12-16,2022-12-09 18:43:11,290.0,0.01,0.0,0.01,0.0,0.0,2,5639,1.6875015625,False,REGULAR,USD
AAPL221216C00030000,put,2022-12-16,2022-11-29 16:39:22,30.0,112.0,111.85,112.55,0.0,0.0,1,2,4.500004375,True,REGULAR,USD
AAPL221216C00035000,put,2022-12-16,2022-11-11 15:15:22,35.0,112.3,106.85,107.6,0.0,0.0,4,22,4.296879628906249,True,REGULAR,USD
AAPL221216C00040000,put,2022-12-16,2022-12-08 16:00:14,40.0,103.05,101.9,102.55,0.0,0.0,3,410,3.8906252734375,True,REGULAR,USD
AAPL221216C00045000,put,2022-12-16,2022-12-09 15:52:43,45.0,98.24,96.9,97.55,1.2399979,1.2783482,4,484,3.5468761328125,True,REGULAR,USD
AAPL221216C00050000,put,2022-12-16,2022-11-18 20:46:59,50.0,101.73,91.9,92.55,0.0,0.0,2,331,3.2343769140624996,True,REGULAR,USD
AAPL221216C00055000,put,2022-12-16,2022-12-07 15:10:29,55.0,86.25,86.9,87.6,0.0,0.0,1,147,3.07031482421875,True,REGULAR,USD
AAPL221216C00060000,put,2022-12-16,2022-11-18 16:29:35,60.0,91.76,81.9,82.6,0.0,0.0,2,176,2.80469048828125,True,REGULAR,USD
AAPL221216C00065000,put,2022-12-16,2022-11-03 18:58:33,65.0,75.37,82.55,83.3,0.0,0.0,50,139,6.028322777099609,True,REGULAR,USD
AAPL221216C00070000,put,2022-12-16,2022-11-23 15:00:02,70.0,81.4,71.9,72.6,0.0,0.0,2,388,2.3359416601562493,True,REGULAR,USD
AAPL221216C00075000,put,2022-12-16,2022-11-29 20:50:29,75.0,66.05,67.0,67.45,0.0,0.0,2,532,2.0468798828125,True,REGULAR,USD
AAPL221216C00080000,put,2022-12-16,2022-12-05 14:48:45,80.0,70.45,61.9,62.6,0.0,0.0,2,908,1.9296878515625,True,REGULAR,USD
AAPL221216C00085000,put,2022-12-16,2022-12-08 15:48:31,85.0,57.96,56.9,57.6,0.0,0.0,2,495,1.74609501953125,True,REGULAR,USD
AAPL221216C00090000,put,2022-12-16,2022-12-09 15:28:13,90.0,52.18,51.95,52.6,-0.9000015,-1.6955568,7,273,1.62109564453125,True,REGULAR,USD
AAPL221216C00095000,put,2022-12-16,2022-11-17 19:38:39,95.0,55.25,46.9,47.6,0.0,0.0,21,405,1.40234673828125,True,REGULAR,USD
AAPL221216C00100000,put,2022-12-16,2022-12-09 18:47:37,100.0,44.35,42.05,42.55,3.8499985,9.506169,90,1262,1.3222690136718749,True,REGULAR,USD
AAPL221216C00105000,put,2022-12-16,2022-12-09 20:38:24,105.0,38.1,36.95,37.65,0.30999756,0.8203164,1,481,1.16016044921875,True,REGULAR,USD
AAPL221216C00110000,put,2022-12-16,2022-12-09 17:07:37,110.0,35.42,32.1,32.5,3.6699982,11.559049,66,1079,1.0039112304687499,True,REGULAR,USD
AAPL221216C00115000,put,2022-12-16,2022-12-09 18:58:19,115.0,29.3,27.1,27.65,1.5,5.395684,73,1035,0.918946123046875,True,REGULAR,USD
AAPL221216C00120000,put,2022-12-16,2022-12-09 19:11:10,120.0,23.98,22.0,22.5,1.1099987,4.853514,50,1735,0.6562534375000001,True,REGULAR,USD
AAPL221216C00125000,put,2022-12-16,2022-12-09 20:06:11,125.0,19.15,17.25,17.55,1.4499989,8.192083,23,2130,0.622074091796875,True,REGULAR,USD
AAPL221216C00130000,put,2022-12-16,2022-12-09 20:57:53,130.0,12.5,12.2,12.65,-0.5500002,-4.2145605,334,5918,0.5576216113281252,True,REGULAR,USD
AAPL221216C00135000,put,2022-12-16,2022-12-09 20:45:14,135.0,8.58,7.95,8.2,-0.13000011,-1.4925386,431,22977,0.49707534179687507,True,REGULAR,USD
AAPL221216C00136000,put,2022-12-16,2022-12-09 20:57:37,136.0,7.29,7.25,7.35,-0.40999985,-5.3246737,572,536,0.481450498046875,True,REGULAR,USD
AAPL221216C00137000,put,2022-12-16,2022-12-09 20:59:19,137.0,6.55,6.5,6.65,-0.3499999,-5.072462,512,437,0.48730981445312505,True,REGULAR,USD
AAPL221216C00138000,put,2022-12-16,2022-12-09 20:59:26,138.0,5.78,5.75,5.85,-0.4199996,-6.774187,914,528,0.47022014160156256,True,REGULAR,USD
AAPL221216C00139000,put,2022-12-16,2022-12-09 20:48:31,139.0,5.35,5.05,5.15,-0.1500001,-2.7272744,494,511,0.463872548828125,True,REGULAR,USD
AAPL221216C00140000,put,2022-12-16,2022-12-09 20:59:59,140.0,4.48,4.45,4.55,-0.52,-10.4,2846,22245,0.46582565429687506,True,REGULAR,USD
AAPL221216C00141000,put,2022-12-16,2022-12-09 20:59:42,141.0,3.86,3.85,3.9,-0.56999993,-12.866816,2544,3455,0.454107021484375,True,REGULAR,USD
AAPL221216C00142000,put,2022-12-16,2022-12-09 20:59:59,142.0,3.32,3.3,3.35,-0.48000002,-12.63158,5820,3421,0.44995667236328124,True,REGULAR,USD
AAPL221216C00143000,put,2022-12-16,2022-12-09 20:59:55,143.0,2.77,2.8,2.82,-0.53,-16.060606,7369,3221,0.4419001123046875,False,REGULAR,USD
AAPL221216C00144000,put,2022-12-16,2022-12-09 20:59:55,144.0,2.32,2.33,2.4,-0.49,-17.437723,10829,6003,0.442388388671875,False,REGULAR,USD
AAPL221216C00145000,put,2022-12-16,2022-12-09 20:59:58,145.0,1.92,1.89,1.92,-0.40999997,-17.596565,30716,62124,0.4272518212890626,False,REGULAR,USD
AAPL221216C00146000,put,2022-12-16,2022-12-09 20:59:49,146.0,1.51,1.52,1.55,-0.44000006,-22.564106,8413,3860,0.4204159521484375,False,REGULAR,USD
AAPL221216C00147000,put,2022-12-16,2022-12-09 20:59:41,147.0,1.21,1.21,1.23,-0.37,-23.41772,5982,5137,0.4138242211914062,False,REGULAR,USD
AAPL221216C00148000,put,2022-12-16,2022-12-09 20:59:52,148.0,0.95,0.94,0.97,-0.32,-25.19685,6648,5010,0.4094297338867187,False,REGULAR,USD
AAPL221216C00149000,put,2022-12-16,2022-12-09 20:59:55,149.0,0.73,0.73,0.75,-0.29999995,-29.12621,6143,6952,0.40479110839843746,False,REGULAR,USD
AAPL221216C00150000,put,2022-12-16,2022-12-09 20:59:55,150.0,0.57,0.56,0.57,-0.23000002,-28.750002,35726,71634,0.39990834472656256,False,REGULAR,USD
AAPL221216C00152500,put,2022-12-16,2022-12-09 20:59:54,152.5,0.28,0.27,0.28,-0.15,-34.883724,12773,15385,0.39453730468750003,False,REGULAR,USD
AAPL221216C00155000,put,2022-12-16,2022-12-09 20:59:58,155.0,0.14,0.13,0.14,-0.06999999,-33.333332,28978,65960,0.397466962890625,False,REGULAR,USD
AAPL221216C00157500,put,2022-12-16,2022-12-09 20:59:48,157.5,0.07,0.06,0.07,-0.04,-36.363636,13498,13588,0.40430283203125,False,REGULAR,USD
AAPL221216C00160000,put,2022-12-16,2022-12-09 20:59:37,160.0,0.05,0.04,0.05,-0.009999998,-16.666664,7585,97445,0.4335994140625,False,REGULAR,USD
AAPL221216C00162500,put,2022-12-16,2022-12-09 20:58:44,162.5,0.03,0.02,0.03,-0.01,-25.0,507,7740,0.44922425781249997,False,REGULAR,USD
AAPL221216C00165000,put,2022-12-16,2022-12-09 20:56:16,165.0,0.02,0.02,0.03,-0.02,-50.0,3077,43424,0.49219257812500006,False,REGULAR,USD
AAPL221216C00167500,put,2022-12-16,2022-12-09 19:55:59,167.5,0.02,0.01,0.03,0.0,0.0,184,3718,0.5117236328125,False,REGULAR,USD
AAPL221216C00170000,put,2022-12-16,2022-12-09 20:59:30,170.0,0.02,0.01,0.03,-0.01,-33.333336,1656,71307,0.5507857421875001,False,REGULAR,USD
AAPL221216C00172500,put,2022-12-16,2022-12-09 20:23:19,172.5,0.01,0.01,0.03,-0.01,-50.0,3,1733,0.5898478515625001,False,REGULAR,USD
AAPL221216C00175000,put,2022-12-16,2022-12-09 20:57:18,175.0,0.01,0.01,0.02,-0.01,-50.0,340,43556,0.6093789062500001,False,REGULAR,USD
AAPL221216C00177500,put,2022-12-16,2022-12-09 20:56:48,177.5,0.01,0.01,0.02,0.0,0.0,1517,917,0.648441015625,False,REGULAR,USD
AAPL221216C00180000,put,2022-12-16,2022-12-09 20:59:56,180.0,0.01,0.01,0.02,0.0,0.0,1838,48066,0.6796907031250001,False,REGULAR,USD
AAPL221216C00185000,put,2022-12-16,2022-12-09 20:59:01,185.0,0.01,0.01,0.02,0.0,0.0,387,18714,0.7500025,False,REGULAR,USD
AAPL221216C00190000,put,2022-12-16,2022-12-09 18:03:15,190.0,0.01,0.01,0.02,0.0,0.0,580,22293,0.8203142968749999,False,REGULAR,USD
AAPL221216C00195000,put,2022-12-16,2022-12-09 15:17:15,195.0,0.01,0.0,0.01,0.0,0.0,1,8971,0.8125018749999999,False,REGULAR,USD
AAPL221216C00200000,put,2022-12-16,2022-12-09 16:30:27,200.0,0.01,0.0,0.01,0.0,0.0,1,19313,0.85937640625,False,REGULAR,USD
AAPL221216C00205000,put,2022-12-16,2022-11-30 20:28:11,205.0,0.01,0.0,0.01,0.0,0.0,74,8283,0.9062509375,False,REGULAR,USD
AAPL221216C00210000,put,2022-12-16,2022-12-07 14:30:05,210.0,0.01,0.0,0.01,0.0,0.0,5,4212,0.9687503125,False,REGULAR,USD
AAPL221216C00215000,put,2022-12-16,2022-11-30 15:43:19,215.0,0.01,0.0,0.01,0.0,0.0,2,4909,1.0312548437500002,False,REGULAR,USD
AAPL221216C00220000,put,2022-12-16,2022-11-25 14:31:16,220.0,0.01,0.0,0.01,0.0,0.0,12,1902,1.0625046875000002,False,REGULAR,USD
AAPL221216C00225000,put,2022-12-16,2022-11-25 14:30:26,225.0,0.01,0.0,0.01,0.0,0.0,1,4531,1.125004375,False,REGULAR,USD
AAPL221216C00230000,put,2022-12-16,2022-11-25 14:30:47,230.0,0.01,0.0,0.01,0.0,0.0,1,6841,1.1875040625,False,REGULAR,USD
AAPL221216C00235000,put,2022-12-16,2022-11-11 20:14:14,235.0,0.01,0.0,0.01,0.0,0.0,101,1078,1.21875390625,False,REGULAR,USD
AAPL221216C00240000,put,2022-12-16,2022-11-15 20:52:02,240.0,0.01,0.0,0.01,0.0,0.0,2,1605,1.2500037499999999,False,REGULAR,USD
AAPL221216C00245000,put,2022-12-16,2022-11-15 16:26:57,245.0,0.01,0.0,0.01,0.0,0.0,12,1562,1.3125034374999998,False,REGULAR,USD
AAPL221216C00250000,put,2022-12-16,2022-11-29 14:43:29,250.0,0.01,0.0,0.01,0.0,0.0,10,1528,1.3437532812499997,False,REGULAR,USD
AAPL221216C00255000,put,2022-12-16,2022-10-10 19:15:33,255.0,0.01,0.0,0.01,0.0,0.0,158,431,1.3750031249999999,False,REGULAR,USD
AAPL221216C00260000,put,2022-12-16,2022-11-10 20:47:35,260.0,0.01,0.0,0.01,0.0,0.0,1,1155,1.4375028125,False,REGULAR,USD
AAPL221216C00265000,put,2022-12-16,2022-12-05 14:30:00,265.0,0.01,0.0,0.01,0.0,0.0,10,3096,1.5000025,False,REGULAR,USD
AAPL221216C00270000,put,2022-12-16,2022-11-18 15:04:00,270.0,0.01,0.0,0.01,0.0,0.0,1,2446,1.5000025,False,REGULAR,USD
AAPL221216C00275000,put,2022-12-16,2022-09-23 19:41:05,275.0,0.01,0.0,0.01,0.0,0.0,1500,3742,1.5625021874999998,False,REGULAR,USD
AAPL221216C00280000,put,2022-12-16,2022-12-07 17:59:00,280.0,0.01,0.0,0.01,0.0,0.0,1,4898,1.5937520312499998,False,REGULAR,USD
AAPL221216C00285000,put,2022-12-16,2022-12-07 17:59:00,285.0,0.01,0.0,0.01,0.0,0.0,1,1591,1.625001875,False,REGULAR,USD
AAPL221216C00290000,put,2022-12-16,2022-12-09 18:43:11,290.0,0.01,0.0,0.01,0.0,0.0,2,5639,1.6875015625,False,REGULAR,USD
AAPL221223C00050000,call,2022-12-23,2022-11-16 15:22:44,50.0,97.95,91.9,92.65,0.0,0.0,2.0,1,2.3515666210937494,True,REGULAR,USD
AAPL221223C00055000,call,2022-12-23,2022-11-07 16:37:08,55.0,82.85,85.4,86.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
AAPL221223C00075000,call,2022-12-23,2022-11-18 14:52:52,75.0,76.75,66.95,67.65,0.0,0.0,2.0,1,1.5312523437499999,True,REGULAR,USD
AAPL221223C00090000,call,2022-12-23,2022-11-30 18:51:06,90.0,53.65,52.0,52.7,0.0,0.0,2.0,12,1.185550947265625,True,REGULAR,USD
AAPL221223C00100000,call,2022-12-23,2022-12-09 20:24:55,100.0,44.06,42.0,42.75,-4.59,-9.434738,1.0,25,0.9609378906249999,True,REGULAR,USD
AAPL221223C00105000,call,2022-12-23,2022-12-08 18:59:14,105.0,37.65,37.1,37.65,0.0,0.0,1.0,2,0.8447281152343749,True,REGULAR,USD
AAPL221223C00110000,call,2022-12-23,2022-12-08 14:31:21,110.0,32.15,32.05,32.75,0.0,0.0,1.0,38,0.747072841796875,True,REGULAR,USD
AAPL221223C00115000,call,2022-12-23,2022-12-01 17:34:44,115.0,33.2,27.1,27.8,0.0,0.0,2.0,57,0.6601596484375001,True,REGULAR,USD
AAPL221223C00120000,call,2022-12-23,2022-12-09 20:37:08,120.0,23.65,22.3,22.75,1.0,4.415011,5.0,48,0.5766643896484375,True,REGULAR,USD
AAPL221223C00124000,call,2022-12-23,2022-11-28 14:43:44,124.0,23.35,18.4,18.75,0.0,0.0,,1,0.5004932763671875,True,REGULAR,USD
AAPL221223C00125000,call,2022-12-23,2022-12-08 17:12:25,125.0,18.16,17.3,17.9,0.0,0.0,1.0,32,0.5551802294921876,True,REGULAR,USD
AAPL221223C00126000,call,2022-12-23,2022-12-09 15:07:53,126.0,16.7,16.35,16.95,-11.599998,-40.989395,10.0,4,0.5400436621093752,True,REGULAR,USD
AAPL221223C00127000,call,2022-12-23,2022-12-02 14:47:26,127.0,15.75,15.5,16.0,-4.25,-21.25,3.0,12,0.5239305419921875,True,REGULAR,USD
AAPL221223C00128000,call,2022-12-23,2022-12-09 20:37:01,128.0,15.95,14.6,15.05,-5.7699995,-26.565376,19.0,259,0.506840869140625,True,REGULAR,USD
AAPL221223C00129000,call,2022-12-23,2022-12-09 16:48:23,129.0,16.05,13.7,14.1,1.249999,8.445939,24.0,13,0.4887746435546876,True,REGULAR,USD
AAPL221223C00130000,call,2022-12-23,2022-12-09 20:43:23,130.0,13.72,12.85,13.15,-0.52999973,-3.7192962,24.0,68,0.47022014160156256,True,REGULAR,USD
AAPL221223C00131000,call,2022-12-23,2022-12-09 17:31:08,131.0,14.6,11.85,12.25,-1.5799999,-9.7651415,3.0,87,0.45825737060546884,True,REGULAR,USD
AAPL221223C00132000,call,2022-12-23,2022-12-09 17:54:27,132.0,13.28,11.1,11.3,1.5299997,13.021274,52.0,238,0.437505625,True,REGULAR,USD
AAPL221223C00133000,call,2022-12-23,2022-12-09 17:11:10,133.0,13.25,10.25,10.5,4.1499996,45.60439,22.0,24,0.43628493408203123,True,REGULAR,USD
AAPL221223C00134000,call,2022-12-23,2022-12-09 16:52:27,134.0,12.0,9.45,9.65,2.0500002,20.603018,19.0,122,0.42578699218750005,True,REGULAR,USD
AAPL221223C00135000,call,2022-12-23,2022-12-09 20:58:56,135.0,8.75,8.65,8.85,-0.39999962,-4.371581,58.0,406,0.41870698486328123,True,REGULAR,USD
AAPL221223C00136000,call,2022-12-23,2022-12-09 17:43:21,136.0,10.18,7.7,8.05,2.7300005,36.644302,71.0,125,0.40918559570312496,True,REGULAR,USD
AAPL221223C00137000,call,2022-12-23,2022-12-09 20:51:22,137.0,7.4,7.0,7.35,-0.3499999,-4.5161276,14.0,269,0.4078428356933594,True,REGULAR,USD
AAPL221223C00138000,call,2022-12-23,2022-12-09 20:57:03,138.0,6.6,6.45,6.65,-0.20000029,-2.9411805,15.0,192,0.4030821411132813,True,REGULAR,USD
AAPL221223C00139000,call,2022-12-23,2022-12-09 20:03:50,139.0,7.07,5.7,5.95,1.2200003,20.854706,17.0,184,0.39514765014648445,True,REGULAR,USD
